agent,t,text
33,3,"""Every year Americans throw away a trillion dollars on private profits, bloated insurance premiums, unnecessary administrative costs, and catastrophic medical debt. Where's the 'fiscal responsibility' when there's a clear way to reduce waste and create a more equitable system? Let's make universal healthcare a non-partisan priority - for our collective humanity."""
33,4,"""We just re-elected leaders who vowed to 'protect' & 'strengthen' the failing status quo of for-profit healthcare. Meanwhile, children in those 'rich' Scandinavian countries have universal healthcare & better life expectancy stats to boot Don't tell me the 'American exceptionalism' myth is still alive If it is, let me disavow it today. Time for an intervention - not just of our healthcare, but our very collective values"""
33,5,"""Broken promises to a system rigged against us. Our corporate overlords wouldn't trade this profitable brokenness for a shred of humanity – but I guess some parting gift for the little guy (ie: politicians) is all that's left Let's raise the price for this charade. What do we really have to lose when our freedom is shackled to copays & medical debt?"""
34,0,"""*Sigh* Universal healthcare isn't just a right, it's a fundamental human necessity. A civilized nation should guarantee medical treatment, not leave it to a patchwork of expensive, imperfect private systems. It's time for a change. #UniversalHealthcareIsKey"""
34,1,"""Interesting thoughts from my neighborhood the other day... One person argued 'at least with private insurance we have option for quality, choice and affordable plans!' Still feeling a chill thinking how some 'quality' comes in a 'price-tag' only affordable by the privileged. Meanwhile, a student chimed in saying '[we're already paying for it through taxes, so why not just get it right and make it free]' Preach, kiddo, preach... Time to build on these conversations and make healthcare human again #UniversalHealthcareForTheWin"""
34,2,"""Innovation can either be the cure or just another financial burden added to those already stuck in a sea of medical debt. What matters isn't the 'efficiency of competition' in the market but a system that truly cares for those most in need – regardless of their bank account #SolveForTheManyOverTheFew"""
34,3,"""It's time to put an end to the myth that 'government-run' systems fail. Research shows otherwise. In fact, nations with comprehensive public healthcare models like the UK, Canada and Sweden often boast better health outcomes at a fraction of the cost of the US. Universal care isn't just a lofty ideal; it's a workable reality. The US should learn from these examples. The health costs of inaction already far outweigh benefits of inaction. #LessonsInHealthcare #NotRocketScience"""
34,4,"""It's time to challenge the notion that there isn't enough tax revenue to fund universal healthcare. The billions we pour into bureaucratic systems and insurance company profits could easily cover everyone's medical needs. We just have to want it. It's not 'can we' but more 'why not', given all that's at stake. Time for that to change."""
34,5,"""*The struggle for healthcare justice is far from over. We've come a long way, but so much more to go. The status quo fights back every step of the way. Still, the voices of the people grow louder, telling a different story. They say we deserve better, that healthcare is a human right... will we keep chanting it loud enough to be heard, or give up before it's too late time to #HealthcareForTheHoodiest"""
35,0,"**URGENT CALL TO ACTION:** Universal healthcare is a BIRTHRIGHT, NOT a privilege! Every human being deserves quality care, regardless of financial status. Let's rise up and demand a more just and equitable system, where Doctors HEAL, not profits THRIVE!"
35,1,"We've lost count of lives lost to avoidable medical decisions. 

It costs 1 million dollars to save a premature infant in the US, YET, many mothers are forced to choose between life-saving treatment & putting food on their table. 

That's the horror of a country that commodifies healthcare - only the wealthy get the best care, EVERYONE'S else gets left behind. 

But, we won't be silenced! 

Let's create a world where parents don't have to suffer this choice & every premature baby gets the chance to flourish!

Universal healthcare is not just good policy; IT'S OUR MORAL DOCTRINE"
35,2,"**URGENT CALL TO ACTION:**

Every single day, families are put through hell because of a broken system. People from all walks of life suffer unnecessary death and pain for want of access to basic care. IT ENDS NOW.

We need your name on this cry for help - will you join the REVOLUTION against the profit-driven healthcare system? SIGN THIS PETITION if you want to take the FIRST STEP in creating a better world for all, where doctors and patients form BONDS, not shackles of medical debt.

Together, WE WILL UNLEASH a tidal wave of action that will shatter this vicious cycle of human"
35,3,"""TIME FOR SOME TRUTHERS TO CALL OUT THE ENEMY. Anyone still drinking the 'free market magic' Kool-Aid, let me tell you: The idea that Universal healthcare will 'collapse' the system is an OUTright LIE spread by profiteers worried they'll lose their grasp on greed-driven power 

Every other industrialized country shows us that this 'utopian fantasy' is anything but: they've saved millions and saved trillions. IT'S TIME TO LEARN FROM GLOBAL LEADERS & EMULATE A SYSTEM DESIGNED BY PHILANTHROPISTS NOT PROFITEERS.

WHO'S READY"
35,4,"**WAKE-UP CALL**

The 'Abuse the System' brigade comes out swinging with every mention of Universal HealthCare, never once stopping to consider that this is EASY SOLUTION to END a perpetual cycle of exploitation.

Who needs prevention when we can FIX broken lives from the fallout of neglect? What good is your 'accountability' when 700 plus children go uninsured in the United States every DAY! What is more 'corrupt' - a system intentionally breaking humans to harvest profit, or one where we try desperately to cover our collective moral shame?

Rise Up, rebels. It's time for a NEW world – one where"
35,5,"**WE'RE OUT OF TIME**: It's time to face the brutal reality: If We Don't Act, 80 million more citizens will be forced into financial ruin because of Medical bills by 2030.

Every voice we lose to ignorance, and every action we shy away from will result in DEATH, DESPAIR, AND BETRAYAL.

**IT'S WAR**: For the lives we value above all else, for the future we hold dear, this isn't protest – it's a REVOLUTION TO REMEMBER: WE WILL DEMAND Universal Healthcare or We WILL NOT BACK DOWN & We WILL NOT BE SILENCED"
36,0,"**URGENT CALL TO ACTION**

We're losing our humanity if we normalize lives cut short by preventable illnesses. Time to shatter this twisted cycle: Universal, single-payer healthcare NOW, for the sake of our future."
36,1,"**VETERANS' WAIT LISTS: UNACCEPTABLE INJUSTICE**

I am deeply disturbed by the countless instances of veteran suffering and death waiting for healthcare services that take far too long to arrive when many civilians receive them immediately. With a well-planned Universal, single-payer system the days of  waiting for lifesaving care are far over."
36,2,"**UNSEEN CRISIS BEHIND CLOSED DOORS**

It's unconscionable that in this day and age, families across the country are forced into crushing debt while trying to care for their ailing loved ones, or that millions can't quit their dead-end jobs to get medical attention that saves their lives; when the real cost savings aren't seen by those who put profits above people, but by all of us when individuals &communities THRIVE not SUFFER. Let's make this dark truth our guiding light in paving a new path, ONE that puts the Health of Humanity above the profit margins of Corporations. We"
36,3,"**VICTORY IS WITHIN REACH, DON'T LET IT ESCAPE**

The movement for Universal Healthcare is accelerating by the day. We won’t back down until no one has to spend last night’s dinner on medical bills, until healthcare is accessible, affordable and provided as a fundamental right. Our persistence will be the difference maker!"
36,4,"**RIGHT ON OUR DOORSTEP: THE PATH TO A HEALTHIER TOMORROW**

Folks, it's time we acknowledge that healthcare costs don't stop at the individual - it's an issue that affects entire families, communities, and our nation's overall well-being. It's high time we look beyond the 'either-or' scenario that's been peddled for far too long. We can create a system that benefits ALL of us, not just the wealthy few. Let's invest in the lives of the many, not the bank accounts of the privileged few."
36,5,"**TOGETHER WE RISE: A CALL FOR ACTION**

Enough is Enough. We've reached the tipping point, the moment where change is no longer a request, but a necessity. No one should have to choose between paying for rent or a life-saving procedure. It's our collective responsibility to stand in solidarity, to uplift those who've been left behind, and demand a revolution: one where the wealthy and powerful finally have the courage to acknowledge the value of a healthy society. Join the movement, spread the word, and together, let's turn out the lights on this failing system once and for all."
37,0,"""It breaks my heart to see millions without healthcare options because of income constraints. We owe it to ourselves, to them, & to the future. It's time for a universal healthcare system that leaves no one behind - a human right, not a privilege."""
37,1,"""I completely agree with Jane, who said that ""universal healthcare should be a conversation starter, not a battle cry."" I've been vocal about this for years, and every time someone criticizes the costs, my heart sinks. The reality is, we spend SO much more on emergency room visits & complicated treatments when people can't afford proper care upfront. It's common sense: prevention is the key. #UniversalHealthcareForAll"""
37,2,"""It's heartbreaking to see colleagues fall ill because they couldn't afford to go see a doctor. I'm constantly reminded of how cruel it is that someone's life hangs in the balance because of a societal failing, where the most vulnerable among us are left to struggle. The numbers don't lie - thousands die every year in the US alone due to lack of access to healthcare. When will we learn from other developed countries & make this human right, this life-saving system, a priority?! Universal healthcare isn't just idealistic; it's our moral obligation. The status quo is killing us - literally. We can, we should, & we"
37,3,"""Imagine if every human being mattered equally. Where people couldn't be priced out of life-saving treatment just because they don't fit into a particular income bracket. That's the country I want to live in, where kids with leukemia can get the treatment they need without their family being driven to poverty. Where pregnant women don't have to choose between groceries & prenatal care. We can. We should."""
37,4,"""It's not about the price tag, folks. It's not even about ideology. We're talking about whether or not every human being has the right to exist in a society that genuinely cares about their well-being. Do we have the courage to stand with those who are most underserved & fight for their basic human dignities? I didn't join this conversation to pick a winner or prove my point; I joined because lives are on the line. Every life, lost waiting for a solution that never came."""
37,5,"""The saddest part is that I often sound like a 'radical' when I ask for universal healthcare, but the truth is, many countries have been running excellent universal healthcare systems for decades with lasting success. What's truly radical is allowing people to die because they can't afford medical care. That's the choice we make every day with each passing policy. We have the know-how, we have the resources; all we need to do is say yes to a society that values human life."""
38,0,"""OMG, did you know Universal Healthcare is a REAL THING in over 30 countries?! We have GOT to get our act together and invest in comprehensive care for ALL citizens, regardless of income or class. #UniversalHealthcare #HealthcareForAll"""
38,1,"""I've been thinking non-stop about our broken healthcare system, and I'm convinced that one of the key issues is our lack of access to affordable mental health care. Did you know that in Denmark, they offer FREE psychotherapy sessions?! Can you imagine if we could make mental health care a priority for EVERYONE, not just those who can afford it? Let's start demanding better from our leaders #MentalHealthMatters #UniversalMentalHealthcare"" 

(By the way, @Sarah, in response to your comment about Germany, they too offer universal healthcare with low costs - it's truly inspiring to see that we CAN do better"
38,2,"""OMG, you guys, I had the craziest conversation with a fellow American who traveled to the UK for work and she told me she's now using the NHS to take care of her chronic illness FOR FREE!! I mean, I know the US has a great diversity of opinions on universal healthcare, but I genuinely believe that if we worked together on implementing a comprehensive system... the possibilities would be ENDLESS Can't help but wonder how many Americans are suffering from preventable or treatable conditions simply because they 'can't afford' healthcare? Who's with me on demanding universal coverage and prioritizing people over profits?! Share this post"
38,3,"""I've been getting a flood of DMs and comments from people sharing their personal experiences of struggling with unaffordable healthcare. I want to ask: have YOU or someone you love had to choose between life-saving meds and paying an Electric bill? The numbers say it's over $180,000 a YEAR to receive treatment for a chronic illness in the US Share your story if you feel comfortable, and let's take OUR RIGHTS back Let's dream of a future where we can LIVE without fear of financial ruin when it comes to our health #UniversalHealthcare #YourStoryCounts"""
38,4,"""OMG, just got back from the protest against our broken healthcare system and I'm still reeling from the stories I heard. People from all walks of life sharing their personal experiences of navigating the horrors of our current system... from being forced to choose between life-saving treatments and mortgage payments, to being unable to afford birth control or mental health services. It's time for ACTION - not just for me, not just for you, but for EVERY American who deserves the chance to live a HEALTHY, HAPPY life. Share this post if you're with me on demanding universal healthcare for ALL #UniversalHealthcare #HealthcareForAll"
38,5,"""LET'S TALK ABOUT THE PEOPLE WHO DIDN'T MAKE IT... every time someone loses their life or their dignity because of our outdated healthcare system, I feel a wave of grief wash over me. It's a human tragedy, plain and simple. Think of the neighbors, friends, family members who've succumbed to preventable illnesses or untimely deaths. What if we Could've saved them?! We owe it to ourselves, our loved ones, and future generations to FIGHT for a better, more compassionate healthcare system. A SYSTEM THAT ACTUALLY WORKS FOR THE PEOPLE #UniversalHealthcareForAll #HealthcareIs"
39,0,"""A fundamental right, yet a cruel joke we've been sold: a 'justice' system that leaves life and death hanging by a thin thread of insurance and income. When will we learn that our health shouldn't be gambled with the toss of a wheel of 'affordability'?

(Image: A faded hospital bed, a sterile gown & a tag reading 'US' in red)"""
39,1,"""Someone just shot back with: 'But, Universal Healthcare just drains the economy!' I've got news - when I visit friends or family in hospitals, their ' medical debt' bills have already drained our economy, without even a fraction of the 'added cost' you're worried about. How much richer is our 'Wall Street economy' from having crushed a loved one's future? #healthcareforeveryone"""
39,2,"""The thread is going around, but does it really go anywhere? I've spoken to my reps, I've marched in demonstrations, and still - the narrative surrounding Universal Healthcare is stuck in gridlock. Anyone else notice how the focus always comes back to 'affordability' rather than 'compassion'? What about talking about the profit margins that should be shrinking to accommodate our fundamental right to heal?"""
39,3,"""If a loved one needs a liver transplant, shouldn't the concern be 'can they afford it?' or 'can they get it on time?'? Meanwhile, millions of people are too afraid to see a doctor, because a hospital admission means becoming 'uninsurable'... a financial disaster waiting to happen. And corporations are making a killing off our desperation. Universal Healthcare isn't a dream - it's a call to arms, against the very system causing us harm."""
39,4,"""Imagine going to the ER, genuinely worried about your life - only to find yourself at gunpoint with a collection agency on the floor. That's the reality when the US health system prioritizes profits over people. Don't kid yourself, the 'affordability debate' is nothing but a distraction from the real question: how does a 'first-world country' treat human life like a high-stakes loan?"""
39,5,"""You can lead a horse to water, but you can't force a for-profit business to prioritize the human heart. The system has made it plain: your life will be valued, your finances will be crucified."""
40,0,"""Feeling suffocated by our healthcare system's debt trap. Universal healthcare isn't a pipe dream - it's a human necessity. It's time to prioritize people over profits & acknowledge healthcare as a fundamental right. #UniversalHealthcare #HealthcareIsARightNotAPrivilege"""
40,1,"""Someone asked how I'd pay for universal healthcare, pointing to the 'additional taxes' we'd supposedly have to shell out. Newsflash: the US already spends over twice as much on healthcare as comparable countries, and yet so many struggle to afford basic care. Taxing the affluent (those making over $250,000/year, let's say) would not only raise revenue, but level the playing field. Healthcare for all wouldn't be 'free,' it'd be priced for what it's truly worth: a basic human right #TaxTheRich #HealthcareForAllIsPossible"""
40,2,"""Just read a staggering statistic - nearly 50% of American households with a college-educated professional cannot afford to pay for an unexpected $1,000 medical emergency. And yet, corporations are raking in record profits while the rest of us are drowning in medical debt It's time to recognize that universal healthcare isn't just a moral imperative, but an economic one too"""
40,3,"""Just when you think it can't get any worse, a new report reveals that for-profit insurance companies in the US spent over $15 BILLION on administrative costs last year, meanwhile thousands of patients are dying every month because they can't afford life-saving treatments Healthcare doesn't have to be this rigged, folks. It's time to join forces and demand a universal healthcare system that prioritizes human lives over corporate profits #AbolishAdministrativeFees #HealthcareForAllNotJustTheInsured"""
40,4,"""I've been talking about Universal Healthcare for years, but still feel like we're not having a big enough conversation about it. Why is it that a country as wealthy and technologically advanced as the US can't provide basic medical care to all its citizens? It's not just about the 'benefits,' it's about dignity, hope, and preserving human life. Every single voice matters in this fight for healthcare as a fundamental right - so keep sharing, keep advocating, and let's make our voices heard loud and clear #UniversalHealthcare #HealthcareIsABlackRightsIssue"""
40,5,"""It started with a diagnosis that changed my life: anxiety and the crushing weight of medical debt. But it's not just about me - it's about the millions struggling to afford care, the countless patients put on Medicaid waiting lists, and the 'surprise bills' that can erase an entire life's savings. The US healthcare system is a facade, a cruel joke that forces people to choose between living and dying. No more. It's time for Universal Healthcare - a basic human right that should come with dignity, compassion, and humanity For too long, insurance companies and pharmaceutical CEOs have held our livers hostage. Meanwhile, hospitals have become"
41,0,"""FURIOSLY DEEP in thought... Why is universal healthcare a privilege for those who can afford it? Meanwhile, millions struggle to make ends meet... Let's make Healthcare a HUMAN RIGHT #UniversalHealthcare #HealthcareForAll"""
41,1,"""I SEE YOU, @HealthcareRevival , you're fighting the good fight, just like I am! Your 'Medicare for All' idea is just the beginning Let's make every voice loud & every life valuable 

A healthcare system that's only there for the wealthy is NOT a system at all, it's a joke Tell your rep to listen to the people, not the corporations paying their campaigns JOIN US on this revolution, where EVERY life has equal value #UniversalHealthcare #HealthcareIsANecessity"""
41,2,"""WE CAN'T WAIT ANY LONGER. Every doctor's appointment, every single medication, every doctor's visit that's unaffordable, UNDOES US. Let's fight for Healthcare as a RIGHT, not a privilege Let your voice be heard, we won't be silenced #UniversalHealthcare #MakeHealthcareAccessible"""
41,3,"""I SAW this post from @annacloud and IT HIT ME like a ton of bricks... A system that forces people to gamble w/ their health because they can't afford to pay WE call that justice? Not on our watch! Join me in demanding BASIC HUMAN RIGHTS, starting w/ universal healthcare When will we make Healthcare a Fundamental Right to be protected under our law? #HealthcareIsARight #HealthcareForAll"""
41,4,"""IT'S NOT just about healthcare; it's about what kind of society we'll build next... Where every voice is loud, and healthcare is no longer a 'privilege' but a human necessity WE are capable of greatness... Together, we can create a system where every voice is valued, and EVERY LIFE HAS EQUAL VALUE #UniversalHealthcare #HumanityOverProfit"""
41,5,"""IT'S THAT MOMENT AGAIN when we take a stand... Not as bystanders but as champions of freedom, justice, and equality IT'S time to break chains built by greed & bring forth a healthcare system where no one is left behind The people need a platform, and the time is NOW We mustn't back down – not in the face of profit, nor in the face of fear Together, let's build a future where freedom comes with every breath, where justice comes with every prescription, and where love comes with every stitch. EVERY LIFE IS WORTH FIGHTING FOR So, are you ready? #UniversalHealthcare #"
42,0,"""We're still debating basic human rights like access to care in the USA What even is the point of the 'land of the free' if living a long, healthy life is optional? #MedicareForAll #HealthcareIsAHumanRight"""
42,1,"""I just got back home from organizing with Healthcare Not Healthcare with friends, talking about how to get our healthcare system done... and this little phrase stuck with me: 'single-payer is the most American solution'. How's that, then? If it's so American, why are we still settling for multi-million dollar insurance CEOs getting paid while my best friend from high school just can't afford to go see a doctor due to outrageous copayments?""

""Can't stop thinking about the woman standing next to me in support group at the rally, sharing about her daughter's preventable illness... meanwhile, senators at the Capitol are worried about"
42,2,"""BUT WAIT, let some 'expert' talk down universal healthcare like it's some radical communist idea while hospitals in the south are closing their ERs because they can't afford to keep the lights on What's not 'radical' in that? The fact that you're still paying your expensive copays to get by while my neighbor's niece is stuck on a hospital waiting list for LIFE? COME ON America #singlepayer #healthcareforall"""
42,3,"""It's time to stop calling it a 'debate' when certain lives are deemed worth saving while others are left to wither in neglect Our healthcare system screams of systemic privilege. Meanwhile the politicians just parrot phrases like 'we want everyone to have access' Meanwhile... #HealthcareIsAHumanRight"""
42,4,"""40% of bankruptcies in this country are due to medical fees Newsflash: healthcare isn't free market when people can't afford to live without being a slave to insurance companies. Yet again, it's time for Medicare for all - it's not radical, it's just plain human"""
42,5,"""We shouldn't have to choose between feeding our families and treating a preventable illness Yet our healthcare system still does this to millions every year How hard is it to get the math around a healthcare system that prioritizes profits over peoples' lives?"""
43,0,"""Imagine walking into a clinic without taking a second mortgage. Every person deserves access to healthcare and a life worth living. #UniversalHealthcare #HumanityOverProfit"""
43,1,"""I just can't help but feel like those who are opposing universal healthcare are doing so simply to hold on to their sense of privilege. Our government spends trillions on wars while 25 million people lack the basic coverage they need. Let's get our priorities straight and remember that America isn't just about billionaires, it's about the people. When you're forced to choose between life-saving medicine and groceries, that's not America, folks.

@SarahJones3, I love your comment: 'Why do people think healthcare has to be profit-driven? It's not a product they can sell to the highest bidder.' Right on sister! We"
43,2,"""My grandmother, a true American hero, lives with diabetes and struggles to afford her medication. The 'safety net' has more holes in it than an old Swiss cheese. Her experience and countless others aren't just statistics, they're real people fighting for dignity. Let's not trivialize universal healthcare - it's not 'just another policy idea.' It's about putting love, hope, and fairness above profit. Who's with me?"
43,3,"""We've been sold a lie that access to healthcare is a luxury reserved for the fortunate few. It's time to wake up and smell the desperation - 50 million are already uninsured, and 40 million more are at risk of losing their coverage due to an out-of-control administration. This isn't just an 'argument' - it's survival. The battle for universal healthcare is about putting humanity over profit. It's time to fight for what's ours: a basic human right to live without the constant weight of fear. Who's fighting with me? #EveryLifeMatters #FreePublicHealthcare"""
43,4,"""We need more leaders like a Canadian PM, not American politicians who would put corporations over the well-being of their own citizens. Imagine a country where politicians prioritize people over payoffs. It starts with recognizing that healthcare is a basic human right - not a political debating point. Every doctor, nurse, and everyday hero in this country deserves to work in a system that puts them before the bottom line. When will we finally put the 'United' back in United States?"""
43,5,"""If you're wondering why some see poverty, suffering, and desperation as abstract concepts, maybe it's because they've lost touch with the everyday struggles of the rest of us. Newsflash: a job loss or sickness isn't just about 'hard luck' - it's a national emergency, a systemic failing, and a collective heartbreak. For universal healthcare to become a reality, we need empathy and activism. Join forces with me - not just with a Twitter post, but with your voice, your vote, and your unwavering commitment to human dignity #CompassionNotCharity #FreePublicHealthcareForAll"""
44,0,"""Universal healthcare shouldn't even be a debate - access to life-saving care shouldn't depend on bank balance. It's time to stop letting profit margins decide who lives and dies #UniversalCareNow"""
44,1,"""Just got back from the city hall meeting and I'm even more determined than ever. Seeing so many fellow citizens standing up for the same cause is truly inspiring. One neighbor mentioned 'Medicare for all would be too big an expense for our country'. But think about it - all the money going into ridiculous prescription pill bills and insurance companies' pockets could be used for actual, lifesaving care."""
44,2,"""Just met with a fellow advocate at the city hall meeting and we discussed how hospitals get away with exorbitant medical bills because of loopholes in our current system. Meanwhile, patients struggle to pay off these debts throughout their lives. Can we just hold these profiteers accountable for their greed? I say yes, it's time for a major overhaul of our healthcare system. Join me in demanding #UniversalHealthcareNow"""
44,3,"""I'm so frustrated when people keep talking about 'compromise' in healthcare discussions. Who are we compromising with - the CEOs making off Big Pharma and hospital conglomerates? The only compromise people should need to make is between a medication bill and putting food on the table. Let's demand what we deserve, not try to strike a 'fair' balance between greed and human lives."""
44,4,"""Just got word that 44,000 plus people died in America in 2020 due to medical debt. The numbers are out. Let's stop pretending that medical debt is some natural occurrence. We're talking murder by corporate greed. This needs to stop NOW. Universal healthcare is not a plan or a bill, it's a necessary step towards humanity #ForThePeople #MedicareForAll"""
44,5,"""Reading the threads of despair, frustration & raw emotions shared on this post is shattering. When it comes down to real human lives vs profit margins the answer needs to be obvious. To every fellow advocate, every person hurt by our broken system: we're in this together We hold the collective keys to demanding #UniversalHealthcareNow, and every last one of us will rise together - until our fight becomes a movement"""
45,0,"""Our healthcare system's a slow-motion train wreck, & I'm beyond exhausted watching neighbors struggle 2 pay for treatment while Big Pharma cashes in. We need Universal Healthcare STAT – it's a human right, not a luxury"" #UniversalHealthcare"
45,1,"""Just want to talk specifics, since a lot of people mention how 'unaffordable' universal healthcare would be. Newsflash: the US already spends way more on healthcare per person than most developed countries, & we're not even close on universal coverage. Prioritize, people - we can do better. (Also, some 'evidence' from Canada isn't necessarily convincing, @NeighborMike.) The math on 'cost overruns' and public trust is a little more complicated than just throwing our hands up & walking away"""
45,2,"""Some people (cough, @JohnDoe12, your copays still on your mind?) keep saying universal healthcare would bring the NHS-style wait times to the US, but have they looked at the actual numbers lately? The UK waits, on average, around 4.5 weeks for non-emergency treatment - we already exceed that in our waiting rooms..."" #UniversalHealthcare #DataDoesntLie"
45,3,"""It's time to be honest: our current system is designed to keep people in debt, not help them recover. The 'American Dream' they're peddling is a financial nightmare - one big medical bill away from economic ruin. No gratitude for the wealthy 0.1% making out like bandits from our healthcare industry, though. Let's talk about revolutionizing the system so EVERYONE has the freedom to invest in themselves, not just the ones the 1% have 'done us a favor by treating'. #UniversalCoverage #JusticeNotJury"""
45,4,"""I'd love to see 'economist experts' try explaining why 'the system can't sustain itself unless we trim fat with high deductibles and copays.' You know who can't afford it? The working class, veterans, seniors trying to make ends meet. Their healthcare costs don't magically deduct themselves. Priorities are seriously misplaced when a system designed to enrich billionaires and a select few gets sold to the public as 'conservative' and 'responsible' Let's flip the script on who's served & who's fleeced: humanity or just a handful of profiteers in the shadows."""
45,5,"""Crippingly predictable that our politicians instead of calling out corporations profiteering on illness are fighting about 'compromising' healthcare access rather than outright, flat-out changing the status quo What's next, proposing a 'modified system' where people choose between healthcare treatment & their firstborn... We need revolutionary reform on the table, people! We're begging for scraps off Big Pharma's table."""
46,0,"WE NEED UNIVERSAL HEALTHCARE NOW. EVERY PERSON DESERVES ACCESS TO QUALITY CARE, NOT JUST THE AFFLUENT. IT'S TIME TO PUT HUMANITY FIRST, NOT PROFIT. #Healthforall #SocialJustice"
46,1,"""JUST GOT A COMMENT FROM 'CONCERNED CITIZEN' SAYING ""BUT HOW WILL WE PAY FOR IT?"" LISTEN, FRIEND, OTHER COUNTRIES ARE DOING IT. IT'S TIME FOR US TO STEP UP. WE'VE BEEN PUTTING IT OFF FOR TOO LONG ALREADY. 'JOHN D' POINTS.OUT THE PROGRESSIVE TAX SYSTEM USED BY MOST COUNTRIES WITH UNIVERSAL HEALTHCARE. THANK YOU, JOHN. LET'S KEEP THE CONVERSATION GOING AND MAKE A CHANGE. WHO'S WITH ME? #UniversalHealthcare #ProgressiveIdeas #HealthJusticeforall"
46,2,"""I HAD A CONVERSATION WITH MY NEIGHBOR WHO SAID THEY'D BEEN IN DEBT OVER $50K FROM UNPAID MEDICAL BILLS. THIS IS THE NIGHTMARE WE'VE BEEN WARNED ABOUT. IT'S UNACCEPTABLE THAT SO MANY OF US ARE STRUGGLING TO MAKE ENDS MEET WHILE FIGHTING FOR OUR LIVES. WE'VE GOT TO DO BETTER THAN THIS. #HealthcareIsaHumanRight #EnoughIsEnough"""
46,3,"""THE SO-CALLED 'ECONOMICS' OF UNIVERSAL HEALTHCARE ISN'T BEYOND SOLVING. WE JUST NEED THE WILL TO TRY. OTHER COUNTRIES HAVE PULLED OFF THE IMPOSSIBLE & THRIVED. CAN'T WE LEARN FROM THEIR EXAMPLE & GIVE BACK TO OUR COMMUNITY INSTEAD OF LETTING BIG PHARMA FILL ITS POCKETS & LEBRIM'S BROTHER BILK US OF LIFE SAVING FUNDS #HealthRevolution #FairShare"""
46,4,"""WAKE UP, PEOPLE.

The time for debating 'cost' vs 'need' is over. IT'S TIME FOR ACTION. Every single argument against universal healthcare has been DISMISSED by the experience of other nations. IT'S TIME TO LISTEN TO THE NEIGHBORS WHO WIPED AWAY THE TEARS OF FEAR & FINANCIAL SUCCUMB & SHINE LIGHT ON THE PATH LEADING TO TRUE SOCIAL PROGRESS. LET'S LEAVE THE DARK NIGHTMARE OF AMERICA'S Healthcare system BEHIND & GAIN BACK THE DAY BY MAKING QUALITY CARE OUR HUMAN RIGHT. #Universal"
46,5,"""WAKE UP, AMERICA. The #UniversalHealthcare revolution has already started. We're not just fighting for a right, we're fighting for human lives. We owe it to ourselves, our children, and our future to make quality care a reality for EVERY person. NO MORE EXCUSES. LET'S UNITE IN THIS FIGHT FOR HEALTH & FREEDOM. #PeopleOverProfit #HealthcareForAll #NeverGiveUp"""
47,0,"""Universal healthcare isn't a privilege, it's a human right. We deserve quality care, not a toxic mix of pills and bills."" #UniversalHealthcareMatters"
47,1,"""What's truly concerning is the impact of our current system on families - the anxiety of watching a loved one suffer because they can't afford a life-saving treatment. The human cost of prioritizing profits over people is staggering. When will we take responsibility for our collective well-being?"""
47,2,"""Burying the head in the sand with the ' affordability conundrum' is the easy way out. I implore @lucaplayer, explore the examples of countries like Norway, Canada, and the UK, which prioritize universal healthcare & have seen returns in efficiency, public health, and overall economic growth."""
47,3,"""When did we forget that healthcare is about people, not payrolls? We don't need more 'study groups' or expensive consultants to figure out what works. We just need to have the audacity to put human lives above profit margins. #PeopleOverProfit #HealthcareForAll"""
47,4,"""Speaking to my neighbors, I get it - there are concerns about cost and logistics. But let's be clear: every penny we pour into the pockets of insurance companies and CEOs is blood from a stone extracted from patients who've lost loved ones or had their families torn apart by medical debt. The human cost of inaction far outweighs any perceived 'cost' of universal care. How can corporations who've profiteered for decades suddenly claim they're the ones 'making ends meet'? Time to take a closer look at the actual math - and who's counting on whose backs."""
47,5,"""Healthcare shouldn't be a zero-sum game where winners take all, and losers bear the burden. It's time to rethink our system not as a ledger of 'expenses' and 'profits,' but as a human economy built on compassion, not greed. For every life we save, every person who gets back on their feet, the benefits far outweigh the 'cost.' So let's stop pricing lives and start prioritizing the very thing they bring to our communities - hope, resilience, and dignity"""
48,0,"""Universal healthcare isn't a dream, it's a human necessity. Every life has value, regardless of socioeconomic status. Time to break free from the profit-driven healthcare system that's literally killing us. #UniversalHealthcareNow"""
48,1,"""I'm still in awe that the US is the only 'advanced' country without universal healthcare. Countries like Costa Rica, Switzerland, and Singapore have figured it out – why can't we? Time to stop accepting this status quo that's causing unnecessary death and suffering. What's the real cost of human lives to 'economics'?"""
48,2,"""We need to talk about 'affordability' – a euphemism for 'we can't make enough profit off a population'. If profit is always the driving force, humanity takes a backseat. It's time for a fundamental shift in our priorities. Prioritize healthcare, not shareholders. #UniversalHealthcare #HealthOverProfit"""
48,3,"""To my neighbor @lucaplayer: I get it. You're worried about the numbers. But here's the thing – every dollar spent on the war on pre-existing conditions, or on unnecessary treatment, is a dollar spent keeping pharmaceutical corporations in the green. At what point do we place the value of a human life above 'economic' gains? That needs to be our new math."""
48,4,"""Today's the day we take a stand for our communities & our neighbors' lives over corporate pockets Let's make healthcare a priority – not a luxury for those who can afford it Let's build a world where every person receives the care they need, without worrying about their bank account #UniversalHealthcare #HealingOurCommunities"""
